Poder de la Unión,Persona Candidata,CurriculumV Persona Candidata
Poder Legislativo,ALMA LAURENCE CONTRERAS GARIBAY,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ALMA_LAURENCE_CONTRERAS_GARIBAY_52622.pdf
Poder Ejecutivo,JUDITH COVA CASTILLO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JUDITH_COVA_CASTILLO_52923.pdf
Poder Legislativo,ALMA ITZEL DE LIRA CASTILLO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ALMA_ITZEL_DE_LIRA_CASTILLO_52727.pdf
Poder Judicial,BEGONIA GRISEL GARCIA GOMEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/BEGONIA_GRISEL_GARCIA_GOMEZ_53228.pdf
Poder Legislativo,YAIB PATRICIA GONZALEZ TORRES,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/YAIB_PATRICIA_GONZALEZ_TORRES_53428.pdf
Poder Ejecutivo,ALIN PAULINA GUTIERREZ VERDEJA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ALIN_PAULINA_GUTIERREZ_VERDEJA_53455.pdf
Poder Ejecutivo,MARIA EUGENIA MARTINEZ CARRILLO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MARIA_EUGENIA_MARTINEZ_CARRILLO_53675.pdf
Poder Judicial,TANNIA BEATRIZ ESMERALDA MARTINEZ MARTINEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/TANNIA_BEATRIZ_ESMERALDA_MARTINEZ_MARTINEZ_54272.pdf
Poder Legislativo,ALMA JESSICA MORALES TREJO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ALMA_JESSICA_MORALES_TREJO_53858.pdf
Poder Judicial,ALMA LESLIE MORENO SALINAS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ALMA_LESLIE_MORENO_SALINAS_54243.pdf
"Poder Ejecutivo, Poder Judicial, Poder Legislativo",LORENA OLIVA BECERRA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/LORENA_OLIVA_BECERRA_54061.pdf
Poder Ejecutivo,NADIA IVETH PARTIDA MEJORADA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/NADIA_IVETH_PARTIDA_MEJORADA_54639.pdf
"Poder Ejecutivo, Poder Judicial",VANIA PATRICIA PRIETO VILLALPANDO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/VANIA_PATRICIA_PRIETO_VILLALPANDO_54711.pdf
"Poder Ejecutivo, Poder Judicial, Poder Legislativo",GRECIA ROCHA SORIANO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/GRECIA_ROCHA_SORIANO_54477.pdf
"Poder Judicial, Poder Legislativo",MARIANA TREVIÑO FEREGRINO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MARIANA_TREVIÑO_FEREGRINO_54997.pdf
Poder Ejecutivo,MARIA JOSEFINA VAZQUEZ CARREON,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MARIA_JOSEFINA_VAZQUEZ_CARREON_55365.pdf
Poder Legislativo,EZEQUIEL ALTAMIRANO ROCHES,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/EZEQUIEL_ALTAMIRANO_ROCHES_52312.pdf
Poder Legislativo,MIGUEL ANGEL ANDRADE SOLANA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MIGUEL_ANGEL_ANDRADE_SOLANA_52170.pdf
Poder Legislativo,ALFONSO AVIANEDA CHAVEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ALFONSO_AVIANEDA_CHAVEZ_52378.pdf
"Poder Ejecutivo, Poder Judicial",DANIEL ALAN CASTRO ROCHA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/DANIEL_ALAN_CASTRO_ROCHA_52507.pdf
Poder Judicial,ANTONIO CONTRERAS SANCHEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ANTONIO_CONTRERAS_SANCHEZ_52616.pdf
Poder Judicial,JULIO ESCAMILLA MARTINEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JULIO_ESCAMILLA_MARTINEZ_53137.pdf
Poder Legislativo,CESAR FLORES MOLINA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/CESAR_FLORES_MOLINA_53357.pdf
Poder Judicial,OMAR FUENTES CERDAN,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/OMAR_FUENTES_CERDAN_53304.pdf
"Poder Judicial, Poder Legislativo",JOSE ALFREDO GARCIA ORTEGA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JOSE_ALFREDO_GARCIA_ORTEGA_53099.pdf
Poder Legislativo,CARLOS RENE HERNANDEZ MAZA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/CARLOS_RENE_HERNANDEZ_MAZA_53761.pdf
"Poder Judicial, Poder Legislativo",LUIS ANGEL HERNANDEZ MEJIA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/LUIS_ANGEL_HERNANDEZ_MEJIA_53475.pdf
Poder Legislativo,MANUEL HERNANDEZ PADRON,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MANUEL_HERNANDEZ_PADRON_53477.pdf
Poder Legislativo,JOSE RUBEN LUNA MARTINEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JOSE_RUBEN_LUNA_MARTINEZ_53833.pdf
Poder Legislativo,JOSE DE JESUS MARTINEZ CARMONA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JOSE_DE_JESUS_MARTINEZ_CARMONA_54277.pdf
Poder Legislativo,JONATHAN MARTINEZ YLLESCAS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JONATHAN_MARTINEZ_YLLESCAS_53620.pdf
Poder Legislativo,EFRAIN NICOLAS QUIROZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/EFRAIN_NICOLAS_QUIROZ_54605.pdf
En Funciones,CARLOS MANUEL PADILLA PEREZ VERTTI,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/CARLOS_MANUEL_PADILLA_PEREZ_VERTTI_54890.pdf
Poder Legislativo,HUMBERTO POPOCA BENITEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/HUMBERTO_POPOCA_BENITEZ_54703.pdf
Poder Ejecutivo,ANTONIO RAMIREZ VARGAS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ANTONIO_RAMIREZ_VARGAS_54443.pdf
Poder Ejecutivo,SIXTO IVAN RIVERA LOPEZ,
Poder Legislativo,JESUS OMAR SANCHEZ SANCHEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JESUS_OMAR_SANCHEZ_SANCHEZ_55424.pdf
En Funciones,JESUS ALFREDO SILVA GARCIA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JESUS_ALFREDO_SILVA_GARCIA_54920.pdf
Poder Judicial,LUIS VARGAS BRAVO PIEDRAS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/LUIS_VARGAS_BRAVO_PIEDRAS_55030.pdf
Poder Legislativo,DANIEL DE JESUS VAZQUEZ ACOSTA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/DANIEL_DE_JESUS_VAZQUEZ_ACOSTA_54960.pdf
Poder Judicial,EDUARDO VAZQUEZ TORRES,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/EDUARDO_VAZQUEZ_TORRES_54964.pdf
Poder Legislativo,ALEJANDRO VELEZ WALTER,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ALEJANDRO_VELEZ_WALTER_55077.pdf
"Poder Ejecutivo, Poder Judicial, Poder Legislativo",SAUL YAÑEZ SOTELO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/SAUL_YAÑEZ_SOTELO_54982.pdf
En Funciones,GIGLIOLA TAIDE BERNAL ROSALES,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/GIGLIOLA_TAIDE_BERNAL_ROSALES_52458.pdf
Poder Judicial,KARLA ISABEL COLIN MAYA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/KARLA_ISABEL_COLIN_MAYA_52961.pdf
"Poder Ejecutivo, Poder Legislativo",ALMA JEANINA CORDOBA DIAZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ALMA_JEANINA_CORDOBA_DIAZ_52876.pdf
Poder Ejecutivo,CLAUDIA VALERIA DAVILA MONTERO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/CLAUDIA_VALERIA_DAVILA_MONTERO_52557.pdf
Poder Judicial,AMANDA JIMENEZ VARGAS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/AMANDA_JIMENEZ_VARGAS_53955.pdf
"Poder Ejecutivo, Poder Legislativo",ANGELICA IVETH LEYVA GUZMAN,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ANGELICA_IVETH_LEYVA_GUZMAN_53840.pdf
Poder Legislativo,MARIA ISABEL LOPEZ MONDRAGON,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MARIA_ISABEL_LOPEZ_MONDRAGON_53880.pdf
Poder Ejecutivo,JAZMIN NALLELY MARTINEZ RAMIREZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JAZMIN_NALLELY_MARTINEZ_RAMIREZ_53674.pdf
Poder Legislativo,LAURA JANNETTE MUÑIZ GUTIERREZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/LAURA_JANNETTE_MUÑIZ_GUTIERREZ_54081.pdf
Poder Legislativo,GERTRUDIS OLIVARES REYES,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/GERTRUDIS_OLIVARES_REYES_54062.pdf
Poder Ejecutivo,DIANA ELDA PEREZ MEDINA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/DIANA_ELDA_PEREZ_MEDINA_54346.pdf
Poder Ejecutivo,KARLA GUADALUPE PINEDO MAGAÑA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/KARLA_GUADALUPE_PINEDO_MAGAÑA_55128.pdf
Poder Ejecutivo,PRISCILA ANDREA REZA VALADEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/PRISCILA_ANDREA_REZA_VALADEZ_54817.pdf
"Poder Ejecutivo, Poder Judicial",EVA ALEJANDRA VALLES SALAYANDIA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/EVA_ALEJANDRA_VALLES_SALAYANDIA_55096.pdf
Poder Judicial,JOSE DE JESUS JUNIOR ALVAREZ ALVARADO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JOSE_DE_JESUS_JUNIOR_ALVAREZ_ALVARADO_52412.pdf
Poder Legislativo,JOSUE AMBRIZ NOLASCO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JOSUE_AMBRIZ_NOLASCO_52160.pdf
Poder Legislativo,MIGUEL ANDRADE DUARTE,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MIGUEL_ANDRADE_DUARTE_52171.pdf
En Funciones,RAMON ARCE GOMEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/RAMON_ARCE_GOMEZ_52358.pdf
Poder Ejecutivo,ALEJANDRO GABRIEL ARCHUNDIA PEREZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ALEJANDRO_GABRIEL_ARCHUNDIA_PEREZ_52360.pdf
Poder Judicial,FERNANDO LEOPOLDO GONZALEZ NUÑEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/FERNANDO_LEOPOLDO_GONZALEZ_NUÑEZ_53449.pdf
"Poder Ejecutivo, Poder Legislativo",FABIAN GUTIERREZ SANCHEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/FABIAN_GUTIERREZ_SANCHEZ_53379.pdf
En Funciones,VICTORINO HERNANDEZ INFANTE,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/VICTORINO_HERNANDEZ_INFANTE_53763.pdf
En Funciones,CARLOS HUGO LUNA BARAIBAR,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/CARLOS_HUGO_LUNA_BARAIBAR_53706.pdf
En Funciones,RODOLFO MARTINEZ ABARCA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/RODOLFO_MARTINEZ_ABARCA_53722.pdf
Poder Ejecutivo,OMAR ALBERTO MEJIA CEBALLOS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/OMAR_ALBERTO_MEJIA_CEBALLOS_53986.pdf
Poder Ejecutivo,JULIAN JAVIER MEJIA LOPEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JULIAN_JAVIER_MEJIA_LOPEZ_54583.pdf
Poder Judicial,MANUEL MONTES DE OCA COLIN,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MANUEL_MONTES_DE_OCA_COLIN_54349.pdf
"Poder Ejecutivo, Poder Legislativo",JAIME ADOLFO MORLOTTE AYALA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JAIME_ADOLFO_MORLOTTE_AYALA_54244.pdf
En Funciones,ENRIQUE MUNGUIA PADILLA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ENRIQUE_MUNGUIA_PADILLA_54079.pdf
Poder Ejecutivo,ALEJANDRO PEREA RAMIREZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ALEJANDRO_PEREA_RAMIREZ_54680.pdf
Poder Judicial,JOZUE TONATIUH ROMERO MENDOZA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JOZUE_TONATIUH_ROMERO_MENDOZA_54988.pdf
Poder Ejecutivo,ALEJANDRO EDGAR ROSALES ESTRADA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ALEJANDRO_EDGAR_ROSALES_ESTRADA_55141.pdf
Poder Ejecutivo,CARLOS RUIZ ALEJANDRE,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/CARLOS_RUIZ_ALEJANDRE_54370.pdf
Poder Legislativo,DAVID SALGADO ARTEAGA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/DAVID_SALGADO_ARTEAGA_55593.pdf
Poder Ejecutivo,MIGUEL ANGEL SILVA SANTILLAN,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MIGUEL_ANGEL_SILVA_SANTILLAN_55428.pdf
"Poder Ejecutivo, Poder Judicial",TANIA GRACIELA BARRAGAN VALLADARES,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/TANIA_GRACIELA_BARRAGAN_VALLADARES_52748.pdf
"Poder Ejecutivo, Poder Legislativo",LORENA BASURTO LUCAS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/LORENA_BASURTO_LUCAS_52421.pdf
Poder Legislativo,GISELA CORREA RUIZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/GISELA_CORREA_RUIZ_52850.pdf
Poder Ejecutivo,VERONICA ALEJANDRA CURIEL SANDOVAL,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/VERONICA_ALEJANDRA_CURIEL_SANDOVAL_52549.pdf
"Poder Ejecutivo, Poder Legislativo",IVETTE FLORES NOGUEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/IVETTE_FLORES_NOGUEZ_53313.pdf
Poder Judicial,IRAIS MERCADO MONTALVO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/IRAIS_MERCADO_MONTALVO_54114.pdf
"Poder Ejecutivo, Poder Legislativo",YOLANDA ROMERO VAZQUEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/YOLANDA_ROMERO_VAZQUEZ_55219.pdf
Poder Ejecutivo,MONICA SALOMA PALACIOS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MONICA_SALOMA_PALACIOS_55348.pdf
"Poder Ejecutivo, Poder Judicial",MAYRA SANDOVAL MENDOZA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MAYRA_SANDOVAL_MENDOZA_55350.pdf
"Poder Ejecutivo, Poder Judicial",ORTENCIA SUAREZ GUZMAN,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ORTENCIA_SUAREZ_GUZMAN_55249.pdf
Poder Legislativo,ELIZABETH TOLENTINO DELGADILLO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ELIZABETH_TOLENTINO_DELGADILLO_55037.pdf
"Poder Judicial, Poder Legislativo",ELIZABETH VAZQUEZ PINEDA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ELIZABETH_VAZQUEZ_PINEDA_54995.pdf
"Poder Judicial, Poder Legislativo",SUJEY AZUCENA VILLAR GODINEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/SUJEY_AZUCENA_VILLAR_GODINEZ_55070.pdf
"Poder Ejecutivo, Poder Legislativo",MOISES CHILCHOA VAZQUEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MOISES_CHILCHOA_VAZQUEZ_52677.pdf
Poder Legislativo,OMAR JAIR FERNANDEZ GUTIERREZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/OMAR_JAIR_FERNANDEZ_GUTIERREZ_52939.pdf
Poder Legislativo,LEONARDO FRAGOSO CRUZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/LEONARDO_FRAGOSO_CRUZ_53296.pdf
Poder Legislativo,JOSE ALBERTO GONZALEZ AGUILAR,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JOSE_ALBERTO_GONZALEZ_AGUILAR_53924.pdf
Poder Ejecutivo,JOSE ISABEL GONZALEZ NAVA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JOSE_ISABEL_GONZALEZ_NAVA_53410.pdf
Poder Ejecutivo,HOMERO ITURBE SALAZAR,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/HOMERO_ITURBE_SALAZAR_53897.pdf
En Funciones,BREYMAN LABASTIDA MARTINEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/BREYMAN_LABASTIDA_MARTINEZ_53513.pdf
Poder Ejecutivo,MIGUEL ERNESTO LEETCH SAN PEDRO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MIGUEL_ERNESTO_LEETCH_SAN_PEDRO_53600.pdf
Poder Judicial,JOSE JUAN MARTINEZ MATEO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JOSE_JUAN_MARTINEZ_MATEO_53945.pdf
Poder Legislativo,LAZARO MARTINEZ VELAZQUEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/LAZARO_MARTINEZ_VELAZQUEZ_53618.pdf
Poder Ejecutivo,EDGAR MARTIN PEÑA LOPEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/EDGAR_MARTIN_PEÑA_LOPEZ_54859.pdf
Poder Legislativo,JOSE LUIS PEREZ FERNANDEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JOSE_LUIS_PEREZ_FERNANDEZ_54465.pdf
Poder Ejecutivo,GILBERTO RODRIGUEZ CHAVEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/GILBERTO_RODRIGUEZ_CHAVEZ_55276.pdf
En Funciones,JOSE ANTONIO RODRIGUEZ RODRIGUEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JOSE_ANTONIO_RODRIGUEZ_RODRIGUEZ_54403.pdf
En Funciones,EPIFANIO SALAS SILVA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/EPIFANIO_SALAS_SILVA_55409.pdf
"Poder Ejecutivo, Poder Legislativo",ANTONIO SALAZAR LOPEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ANTONIO_SALAZAR_LOPEZ_55382.pdf
"Poder Judicial, Poder Legislativo",ERNESTO ALFONSO SALINAS COLIN,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ERNESTO_ALFONSO_SALINAS_COLIN_55598.pdf
Poder Legislativo,MIGUEL ANGEL TREJO HERNANDEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MIGUEL_ANGEL_TREJO_HERNANDEZ_55341.pdf
"En Funciones, Poder Ejecutivo",VLADIMIR VEJAR GOMEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/VLADIMIR_VEJAR_GOMEZ_54742.pdf
Poder Judicial,PAOLA LIZZETTE ACOSTA CAMPOS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/PAOLA_LIZZETTE_ACOSTA_CAMPOS_52183.pdf
Poder Legislativo,ERIKA IVONNE CARBALLAL LOPEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ERIKA_IVONNE_CARBALLAL_LOPEZ_52537.pdf
"Poder Judicial, Poder Legislativo",YURIKO DELGADO CHAIREZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/YURIKO_DELGADO_CHAIREZ_52744.pdf
Poder Legislativo,YOLANDA LETICIA ESCANDON CARRILLO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/YOLANDA_LETICIA_ESCANDON_CARRILLO_53139.pdf
Poder Legislativo,ROSALBA AZUCENA GIL MEJIA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ROSALBA_AZUCENA_GIL_MEJIA_53163.pdf
Poder Legislativo,LAURA XOCHITL HERNANDEZ VARGAS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/LAURA_XOCHITL_HERNANDEZ_VARGAS_53784.pdf
Poder Ejecutivo,ROCIO LOAEZA GONZALEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ROCIO_LOAEZA_GONZALEZ_54232.pdf
Poder Ejecutivo,LAURA MEJIA SOSA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/LAURA_MEJIA_SOSA_54217.pdf
"Poder Ejecutivo, Poder Legislativo",VANESSA HEIDI NAMBO HUERTA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/VANESSA_HEIDI_NAMBO_HUERTA_54631.pdf
Poder Ejecutivo,KHAREM DEYANIRA OMAÑA PEREZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/KHAREM_DEYANIRA_OMAÑA_PEREZ_54492.pdf
En Funciones,GABRIELA ELENA ORTIZ GONZALEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/GABRIELA_ELENA_ORTIZ_GONZALEZ_54206.pdf
Poder Judicial,ZAHOLA JANETH PEREZ SALGADO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ZAHOLA_JANETH_PEREZ_SALGADO_54069.pdf
Poder Legislativo,VANESSA SIERRA MANCHINELI,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/VANESSA_SIERRA_MANCHINELI_55605.pdf
Poder Legislativo,ALICIA JANNETHE VELASCO RUIZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ALICIA_JANNETHE_VELASCO_RUIZ_55602.pdf
"Poder Ejecutivo, Poder Legislativo",RICARDO ALMAZAN HERNANDEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/RICARDO_ALMAZAN_HERNANDEZ_52355.pdf
Poder Legislativo,JESUS RICARDO AÑORVE CALZADA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JESUS_RICARDO_AÑORVE_CALZADA_52346.pdf
Poder Ejecutivo,VICTOR ALFONSO CHAVEZ LOPEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/VICTOR_ALFONSO_CHAVEZ_LOPEZ_52846.pdf
Poder Legislativo,JAVIER CONTRERAS DOMINGUEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JAVIER_CONTRERAS_DOMINGUEZ_52621.pdf
Poder Ejecutivo,PEDRO ALBERTO DE LA ROSA MANZANO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/PEDRO_ALBERTO_DE_LA_ROSA_MANZANO_52822.pdf
Poder Legislativo,FELIPE DE JESUS DELGADILLO PADIERNA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/FELIPE_DE_JESUS_DELGADILLO_PADIERNA_52739.pdf
Poder Legislativo,CARLOS DOTOR BECERRIL,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/CARLOS_DOTOR_BECERRIL_53011.pdf
Poder Ejecutivo,GERARDO MAURICIO GOMEZ MARTINEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/GERARDO_MAURICIO_GOMEZ_MARTINEZ_53085.pdf
Poder Ejecutivo,CELSO EFRAIN GONZALEZ SANCHEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/CELSO_EFRAIN_GONZALEZ_SANCHEZ_53461.pdf
Poder Judicial,RUPERTO GUIDO GARCIA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/RUPERTO_GUIDO_GARCIA_53341.pdf
Poder Judicial,GUILLERMO HINDMAN BALDERAS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/GUILLERMO_HINDMAN_BALDERAS_53890.pdf
En Funciones,EDGAR IVAN JIMENEZ SANCHEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/EDGAR_IVAN_JIMENEZ_SANCHEZ_53321.pdf
Poder Legislativo,JOSE GUADALUPE LUNA HERNANDEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JOSE_GUADALUPE_LUNA_HERNANDEZ_53703.pdf
Poder Judicial,LUIS OCTAVIO MARTINEZ QUIJADA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/LUIS_OCTAVIO_MARTINEZ_QUIJADA_53946.pdf
Poder Ejecutivo,WILLIAMS ARTURO NUCAMENDI ESCOBAR,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/WILLIAMS_ARTURO_NUCAMENDI_ESCOBAR_54560.pdf
Poder Legislativo,MIGUEL ANGEL RAMOS SENTIES,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MIGUEL_ANGEL_RAMOS_SENTIES_55256.pdf
En Funciones,JOEL ISAAC RANGEL AGÜEROS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JOEL_ISAAC_RANGEL_AGÜEROS_54871.pdf
"Poder Ejecutivo, Poder Judicial, Poder Legislativo",IVAN RESENDIZ FERREIRA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/IVAN_RESENDIZ_FERREIRA_54829.pdf
Poder Legislativo,LUIS GERARDO ROSETE LUNA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/LUIS_GERARDO_ROSETE_LUNA_54936.pdf
Poder Legislativo,GUILLERMO SANCHEZ REBOLLEDO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/GUILLERMO_SANCHEZ_REBOLLEDO_55423.pdf
