Poder de la Unión,Persona Candidata,CurriculumV Persona Candidata
"En Funciones, Poder Judicial",LUIS SALDAÑA ROMO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/LUIS_SALDAÑA_ROMO_55518.pdf
Poder Legislativo,CLAYDE ALFDAN SALDIVAR ALONSO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/CLAYDE_ALFDAN_SALDIVAR_ALONSO_55546.pdf
Poder Ejecutivo,RUBEN DARIO SILVA SALDIVAR,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/RUBEN_DARIO_SILVA_SALDIVAR_55427.pdf
Poder Ejecutivo,JOSE ALBERTO VELASCO RUIZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JOSE_ALBERTO_VELASCO_RUIZ_54745.pdf
Poder Ejecutivo,LOURDES GUADALUPE AVILA TOVIAS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/LOURDES_GUADALUPE_AVILA_TOVIAS_52385.pdf
Poder Ejecutivo,ADA GABRIELA DIAZ SOSA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ADA_GABRIELA_DIAZ_SOSA_52997.pdf
Poder Legislativo,KARLA GARCIA JUAREZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/KARLA_GARCIA_JUAREZ_53277.pdf
Poder Legislativo,MARIA ESTHER HERNANDEZ QUIROGA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MARIA_ESTHER_HERNANDEZ_QUIROGA_53630.pdf
Poder Ejecutivo,NORA HILDA LUNA LUGO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/NORA_HILDA_LUNA_LUGO_54119.pdf
"En Funciones, Poder Ejecutivo, Poder Legislativo",PATRICIA MARTINEZ MELENDEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/PATRICIA_MARTINEZ_MELENDEZ_53673.pdf
Poder Ejecutivo,ROSA MARIANA PEREZ TIZAPAN,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ROSA_MARIANA_PEREZ_TIZAPAN_54185.pdf
Poder Legislativo,LAURA MELISSA UVALLE SERNA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/LAURA_MELISSA_UVALLE_SERNA_55015.pdf
Poder Ejecutivo,DULCE YANET VEGA CAMACHO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/DULCE_YANET_VEGA_CAMACHO_54735.pdf
Poder Ejecutivo,JESUS GILBERTO ALARCON BENAVIDES,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JESUS_GILBERTO_ALARCON_BENAVIDES_52250.pdf
Poder Legislativo,GERARDO GUSTAVO ALEMAN LARA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/GERARDO_GUSTAVO_ALEMAN_LARA_52228.pdf
Poder Legislativo,JORGE ARIEL CASTELLANOS HERNANDEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JORGE_ARIEL_CASTELLANOS_HERNANDEZ_53077.pdf
Poder Ejecutivo,DAVID CERDA ZUÑIGA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/DAVID_CERDA_ZUÑIGA_53191.pdf
Poder Ejecutivo,EDGARDO HEDALU FAVELA MEDINA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/EDGARDO_HEDALU_FAVELA_MEDINA_53047.pdf
Poder Legislativo,LUIS LEOPOLDO GONZALEZ LOPEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/LUIS_LEOPOLDO_GONZALEZ_LOPEZ_53439.pdf
Poder Legislativo,JESUS MARTINEZ VANOYE,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JESUS_MARTINEZ_VANOYE_54215.pdf
Poder Legislativo,JONATHAN NAVA GUZMAN,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JONATHAN_NAVA_GUZMAN_54585.pdf
Poder Legislativo,ROBERTO CARLOS RODRIGUEZ ROMERO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ROBERTO_CARLOS_RODRIGUEZ_ROMERO_54400.pdf
Poder Ejecutivo,NOE SAENZ SOLIS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/NOE_SAENZ_SOLIS_55407.pdf
Poder Legislativo,IVAN SALDAÑA MAGAÑA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/IVAN_SALDAÑA_MAGAÑA_55519.pdf
Poder Ejecutivo,JAVIER VALDEZ PERALES,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JAVIER_VALDEZ_PERALES_55099.pdf
"Poder Ejecutivo, Poder Legislativo",JAQUELINE ANGEL JUAN,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JAQUELINE_ANGEL_JUAN_52338.pdf
Poder Judicial,MARIA EUGENIA CORTAZAR VILLAFUERTE,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MARIA_EUGENIA_CORTAZAR_VILLAFUERTE_52911.pdf
Poder Ejecutivo,NAYELI GUADALUPE DEL CARPIO RIOS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/NAYELI_GUADALUPE_DEL_CARPIO_RIOS_52718.pdf
"Poder Ejecutivo, Poder Judicial",VANESSA DELGADILLO HERNANDEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/VANESSA_DELGADILLO_HERNANDEZ_52738.pdf
"Poder Judicial, Poder Legislativo",VELIA DEL CARMEN LOPEZ RIVERA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/VELIA_DEL_CARMEN_LOPEZ_RIVERA_53943.pdf
Poder Judicial,GABRIELA MEJIA GONZALEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/GABRIELA_MEJIA_GONZALEZ_54219.pdf
Poder Ejecutivo,CLAUDIA LUVIA MONTES DE OCA DOMINGUEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/CLAUDIA_LUVIA_MONTES_DE_OCA_DOMINGUEZ_54096.pdf
En Funciones,GABRIELA PASCACIO MORENO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/GABRIELA_PASCACIO_MORENO_54641.pdf
"Poder Ejecutivo, Poder Legislativo",CLAUDIA SELENE QUEVEDO RAMOS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/CLAUDIA_SELENE_QUEVEDO_RAMOS_55169.pdf
"Poder Ejecutivo, Poder Judicial, Poder Legislativo",JAZMIN ROBLES CORTES,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JAZMIN_ROBLES_CORTES_54336.pdf
Poder Ejecutivo,VINICIA ALEJANDRA SUAREZ RODRIGUEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/VINICIA_ALEJANDRA_SUAREZ_RODRIGUEZ_55252.pdf
Poder Legislativo,MONICA DE JESUS TREJO VELAZQUEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MONICA_DE_JESUS_TREJO_VELAZQUEZ_55340.pdf
Poder Legislativo,EDWIN IVAN AGUILAR LAGUARDIA,
En Funciones,ADRIAN ARTEAGA NAVARRO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ADRIAN_ARTEAGA_NAVARRO_52323.pdf
Poder Legislativo,GUILLERMO ASSEBURG ARCHILA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/GUILLERMO_ASSEBURG_ARCHILA_52371.pdf
Poder Ejecutivo,JESUS TRINIDAD BAUTISTA VILLARREAL,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JESUS_TRINIDAD_BAUTISTA_VILLARREAL_52434.pdf
Poder Ejecutivo,AUGUSTO EMILIO BURGUETE MEZA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/AUGUSTO_EMILIO_BURGUETE_MEZA_52328.pdf
Poder Ejecutivo,WALTER CONSTANTINO VLEESCHOWER,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/WALTER_CONSTANTINO_VLEESCHOWER_52796.pdf
Poder Legislativo,IVAN IBARRA ARIAS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/IVAN_IBARRA_ARIAS_53886.pdf
Poder Legislativo,MANUEL JIMENEZ DORANTES,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MANUEL_JIMENEZ_DORANTES_53561.pdf
En Funciones,ALEJANDRO JIMENEZ LOPEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ALEJANDRO_JIMENEZ_LOPEZ_53738.pdf
"Poder Ejecutivo, Poder Legislativo",TRINIDAD LAGUNAS TREJO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/TRINIDAD_LAGUNAS_TREJO_53516.pdf
Poder Judicial,PLACIDO HUMBERTO MORALES TRUJILLO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/PLACIDO_HUMBERTO_MORALES_TRUJILLO_53854.pdf
Poder Ejecutivo,JORGE ALBERTO ORANTES LOPEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JORGE_ALBERTO_ORANTES_LOPEZ_54494.pdf
En Funciones,CAMILO PECH IUIT,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/CAMILO_PECH_IUIT_54569.pdf
Poder Legislativo,CARLOS FRANCISCO PEREZ OVANDO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/CARLOS_FRANCISCO_PEREZ_OVANDO_54467.pdf
Poder Ejecutivo,JOSE LUIS PEREZ RAMIREZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JOSE_LUIS_PEREZ_RAMIREZ_54045.pdf
Poder Judicial,JAIME RAMIREZ MOLINA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JAIME_RAMIREZ_MOLINA_54434.pdf
"Poder Ejecutivo, Poder Legislativo",RODOLFO ALEJANDRO RAMOS SANTILLAN,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/RODOLFO_ALEJANDRO_RAMOS_SANTILLAN_55221.pdf
Poder Judicial,SALOMON ZENTENO URBINA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/SALOMON_ZENTENO_URBINA_55354.pdf
Poder Legislativo,ZAIRA ROCIO GALLEGOS LOPEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ZAIRA_ROCIO_GALLEGOS_LOPEZ_53292.pdf
Poder Legislativo,RUVI MARTHA ROSAS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/RUVI_MARTHA_ROSAS_54259.pdf
Poder Legislativo,GUADALUPE MARTINEZ GUERRERO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/GUADALUPE_MARTINEZ_GUERRERO_54296.pdf
"Poder Ejecutivo, Poder Legislativo",YOLANDA MORA SILVA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/YOLANDA_MORA_SILVA_54361.pdf
"Poder Ejecutivo, Poder Judicial, Poder Legislativo",DULCE MARIA RODRIGUEZ TERRAZAS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/DULCE_MARIA_RODRIGUEZ_TERRAZAS_55261.pdf
Poder Judicial,ALONDRA ROJAS CARMONA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ALONDRA_ROJAS_CARMONA_55485.pdf
Poder Legislativo,JORGE JESUS BELTRAN PINEDA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JORGE_JESUS_BELTRAN_PINEDA_52448.pdf
En Funciones,ALBERTO EMILIO CARMONA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ALBERTO_EMILIO_CARMONA_53129.pdf
Poder Ejecutivo,TOMAS FLORES ZARAGOZA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/TOMAS_FLORES_ZARAGOZA_53026.pdf
Poder Legislativo,MANUEL GALEANA ALARCON,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MANUEL_GALEANA_ALARCON_53253.pdf
Poder Legislativo,JOSE ANTONIO GARCIA LEYVA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JOSE_ANTONIO_GARCIA_LEYVA_53406.pdf
Poder Ejecutivo,ZEUS HERNANDEZ ZAMORA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ZEUS_HERNANDEZ_ZAMORA_53803.pdf
En Funciones,LUIS EDUARDO JIMENEZ MARTINEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/LUIS_EDUARDO_JIMENEZ_MARTINEZ_53320.pdf
En Funciones,LUCIO LEYVA NAVA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/LUCIO_LEYVA_NAVA_54262.pdf
Poder Judicial,JUAN PABLO RAMIREZ NAVARRETE,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JUAN_PABLO_RAMIREZ_NAVARRETE_54708.pdf
Poder Ejecutivo,SAMUEL SALAMANCA VAZQUEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/SAMUEL_SALAMANCA_VAZQUEZ_55408.pdf
Poder Legislativo,RAUL VALDEZ MOSSO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/RAUL_VALDEZ_MOSSO_54972.pdf
Poder Ejecutivo,ADALBERTO VALENZO MARTINEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ADALBERTO_VALENZO_MARTINEZ_55584.pdf
Poder Ejecutivo,ELSA AGUILERA ARAIZA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ELSA_AGUILERA_ARAIZA_52210.pdf
Poder Legislativo,JENICA CAMPOS JUAREZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JENICA_CAMPOS_JUAREZ_52790.pdf
Poder Ejecutivo,DANIELA IBETH GARCIA VARA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/DANIELA_IBETH_GARCIA_VARA_53276.pdf
Poder Legislativo,LESLIE JHOSEMIN GOMEZ GONZALEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/LESLIE_JHOSEMIN_GOMEZ_GONZALEZ_53169.pdf
Poder Ejecutivo,PATRICIA LOPEZ GUERRA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/PATRICIA_LOPEZ_GUERRA_53769.pdf
"Poder Ejecutivo, Poder Judicial",ELDA MOLINA ALVAREZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ELDA_MOLINA_ALVAREZ_53865.pdf
Poder Judicial,MARIA FERNANDA MONTES COLLANTES,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MARIA_FERNANDA_MONTES_COLLANTES_53989.pdf
Poder Legislativo,ALINA DEL CARMEN NETTEL BARRERA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ALINA_DEL_CARMEN_NETTEL_BARRERA_54602.pdf
"Poder Ejecutivo, Poder Judicial",MARIA PEREZ CEPEDA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MARIA_PEREZ_CEPEDA_54071.pdf
"Poder Ejecutivo, Poder Legislativo",AMERICA URIBE ESPAÑA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/AMERICA_URIBE_ESPAÑA_55125.pdf
Poder Ejecutivo,JUAN PABLO BARRIOS OLIVA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JUAN_PABLO_BARRIOS_OLIVA_52415.pdf
Poder Legislativo,ISMAEL CAMACHO HERRERA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ISMAEL_CAMACHO_HERRERA_52496.pdf
Poder Judicial,GUILLERMO ALFONSO CASAS COLIN,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/GUILLERMO_ALFONSO_CASAS_COLIN_52533.pdf
Poder Legislativo,VALDEMAR CORONEL HERNANDEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/VALDEMAR_CORONEL_HERNANDEZ_53234.pdf
Poder Legislativo,CARLOS ALFREDO DE LOS COBOS SEPULVEDA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/CARLOS_ALFREDO_DE_LOS_COBOS_SEPULVEDA_52728.pdf
Poder Judicial,JAIME ALBERTO DIAZ LIMON,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JAIME_ALBERTO_DIAZ_LIMON_53157.pdf
En Funciones,GUILLERMO ROBERTO GARCIA GALLARDO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/GUILLERMO_ROBERTO_GARCIA_GALLARDO_53005.pdf
Poder Legislativo,MIGUEL ANGEL GONZALEZ CONTRERAS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MIGUEL_ANGEL_GONZALEZ_CONTRERAS_53233.pdf
Poder Legislativo,ALFONSO TERCERO GUADARRAMA GARCIA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ALFONSO_TERCERO_GUADARRAMA_GARCIA_53586.pdf
Poder Ejecutivo,JOSE GUZMAN RODRIGUEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JOSE_GUZMAN_RODRIGUEZ_53528.pdf
Poder Ejecutivo,LUIS EDUARDO JUAREZ MARTINEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/LUIS_EDUARDO_JUAREZ_MARTINEZ_53507.pdf
Poder Judicial,IVAN NICOLAS LERMA VALADEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/IVAN_NICOLAS_LERMA_VALADEZ_53963.pdf
Poder Ejecutivo,RAMSES SAMAEL MONTOYA CAMARENA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/RAMSES_SAMAEL_MONTOYA_CAMARENA_54551.pdf
"Poder Ejecutivo, Poder Legislativo",MAURICIO RAMIREZ RAMIREZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MAURICIO_RAMIREZ_RAMIREZ_54429.pdf
"Poder Ejecutivo, Poder Legislativo",ALOYS RÜTTER CASTRO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ALOYS_RÜTTER_CASTRO_55130.pdf
"Poder Ejecutivo, Poder Legislativo",ALEJANDRO SANCHEZ MOCTEZUMA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ALEJANDRO_SANCHEZ_MOCTEZUMA_55003.pdf
"Poder Ejecutivo, Poder Judicial",JORGE ARISTOTELES VERA MARTINEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JORGE_ARISTOTELES_VERA_MARTINEZ_55446.pdf
Poder Legislativo,MARIA DEL CARMEN BERNAL LASTIRI,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MARIA_DEL_CARMEN_BERNAL_LASTIRI_52462.pdf
Poder Ejecutivo,LORENA CASILLAS BACA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/LORENA_CASILLAS_BACA_52880.pdf
Poder Judicial,GRISELDA FABIOLA FLORES MEDINA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/GRISELDA_FABIOLA_FLORES_MEDINA_53318.pdf
Poder Legislativo,MARIA DE JESUS GARCIA GONZALEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MARIA_DE_JESUS_GARCIA_GONZALEZ_53668.pdf
Poder Ejecutivo,ANA BERTHA RUIZ SANDOVAL,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ANA_BERTHA_RUIZ_SANDOVAL_54374.pdf
Poder Legislativo,VIRIDIANA VALLE MARQUEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/VIRIDIANA_VALLE_MARQUEZ_55094.pdf
Poder Ejecutivo,ANTONIO VALENTIN ARGÜELLES RIVERA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ANTONIO_VALENTIN_ARGÜELLES_RIVERA_52306.pdf
"Poder Ejecutivo, Poder Legislativo",VALENTIN ARREDONDO MORALES,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/VALENTIN_ARREDONDO_MORALES_52627.pdf
"Poder Judicial, Poder Legislativo",ANGEL DAVILA ESCAREÑO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ANGEL_DAVILA_ESCAREÑO_52553.pdf
Poder Legislativo,GERARDO SALVADOR DERAS VAZQUEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/GERARDO_SALVADOR_DERAS_VAZQUEZ_52852.pdf
Poder Ejecutivo,JUAN DIAZ ROCHA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JUAN_DIAZ_ROCHA_52854.pdf
"Poder Ejecutivo, Poder Legislativo",JOSE REFUGIO MEDINA LARIOS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JOSE_REFUGIO_MEDINA_LARIOS_53991.pdf
Poder Ejecutivo,LUZ DEL CARMEN DE LA ROSA CASTILLO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/LUZ_DEL_CARMEN_DE_LA_ROSA_CASTILLO_52821.pdf
"Poder Ejecutivo, Poder Judicial, Poder Legislativo",MARIANA VANESSA FERNANDEZ GUERRERO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MARIANA_VANESSA_FERNANDEZ_GUERRERO_52938.pdf
"Poder Judicial, Poder Legislativo",MELINA HERNANDEZ SANCHEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MELINA_HERNANDEZ_SANCHEZ_53633.pdf
Poder Ejecutivo,LOURDES SINAI NAVARRETE LARIOS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/LOURDES_SINAI_NAVARRETE_LARIOS_54592.pdf
Poder Ejecutivo,KAREN ZARINA REYES SOLIS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/KAREN_ZARINA_REYES_SOLIS_54666.pdf
"Poder Ejecutivo, Poder Legislativo",MARA ABIGAIL RODRIGUEZ LEDEZMA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MARA_ABIGAIL_RODRIGUEZ_LEDEZMA_54980.pdf
Poder Legislativo,RAUL ALAMILLO GUTIERREZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/RAUL_ALAMILLO_GUTIERREZ_52245.pdf
"Poder Ejecutivo, Poder Judicial",ANTONIO CALDERON ESPINOSA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ANTONIO_CALDERON_ESPINOSA_52500.pdf
Poder Legislativo,JOSE RICARDO CARRAZCO MAYORGA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JOSE_RICARDO_CARRAZCO_MAYORGA_52482.pdf
"Poder Judicial, Poder Legislativo",FRANCISCO RENE CHAVARRIA ALANIZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/FRANCISCO_RENE_CHAVARRIA_ALANIZ_52810.pdf
Poder Legislativo,VICTOR MANUEL CUEVA TELLEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/VICTOR_MANUEL_CUEVA_TELLEZ_52674.pdf
Poder Legislativo,ANDRES GARCIA TORRES,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ANDRES_GARCIA_TORRES_53105.pdf
Poder Ejecutivo,RAUL GUTIERREZ CARDENAS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/RAUL_GUTIERREZ_CARDENAS_53452.pdf
Poder Judicial,JORGE HUMBERTO MEDINA CAMACHO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JORGE_HUMBERTO_MEDINA_CAMACHO_54128.pdf
Poder Legislativo,JOSE REYNALDO PACHECO SANTOS,
Poder Ejecutivo,JUAN BERNARDO RODRIGUEZ GUILLEN,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JUAN_BERNARDO_RODRIGUEZ_GUILLEN_55450.pdf
Poder Ejecutivo,ELIGIO VAZQUEZ ESTRADA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ELIGIO_VAZQUEZ_ESTRADA_55561.pdf
Poder Ejecutivo,ELIZABETH AGUILAR RAMIREZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ELIZABETH_AGUILAR_RAMIREZ_52197.pdf
Poder Ejecutivo,LUISA ESTHER ALFARO SANDOVAL,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/LUISA_ESTHER_ALFARO_SANDOVAL_52231.pdf
Poder Legislativo,FLAVINA GARCIA AMAYA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/FLAVINA_GARCIA_AMAYA_53226.pdf
Poder Judicial,ROSA ALEJANDRA GARCIA GARCIA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ROSA_ALEJANDRA_GARCIA_GARCIA_53232.pdf
Poder Legislativo,LILIANA EUGENIA TERAN TERRONES,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/LILIANA_EUGENIA_TERAN_TERRONES_55085.pdf
Poder Legislativo,ADRIANA VALADEZ DIAZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ADRIANA_VALADEZ_DIAZ_55017.pdf
Poder Legislativo,JORGE CHAVEZ OSORNIO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JORGE_CHAVEZ_OSORNIO_52814.pdf
En Funciones,MIGUEL ANGEL CRUZ HERNANDEZ,
Poder Ejecutivo,GERARDO ANTONIO GALLEGOS GARCIA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/GERARDO_ANTONIO_GALLEGOS_GARCIA_53291.pdf
"Poder Judicial, Poder Legislativo",ALEJANDRO IVAN GUERECA PEREZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ALEJANDRO_IVAN_GUERECA_PEREZ_53588.pdf
Poder Legislativo,JOSE ANTONIO MEDINA ESPADAS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JOSE_ANTONIO_MEDINA_ESPADAS_54126.pdf
Poder Judicial,RENE VICENTE ADOLFO ORTEGA AGUIRRE,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/RENE_VICENTE_ADOLFO_ORTEGA_AGUIRRE_54196.pdf
En Funciones,HECTOR MARTIN RUIZ PALMA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/HECTOR_MARTIN_RUIZ_PALMA_54371.pdf
Poder Ejecutivo,ROCIO AREVALO LERMA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ROCIO_AREVALO_LERMA_52305.pdf
Poder Judicial,ADRIANA BERENISSE MAGDALENO GALLO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ADRIANA_BERENISSE_MAGDALENO_GALLO_54139.pdf
"Poder Ejecutivo, Poder Legislativo",ALICIA RAMIREZ RICARDEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ALICIA_RAMIREZ_RICARDEZ_54615.pdf
Poder Legislativo,FRANCELIA YARISSELL RIVERA TOLEDO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/FRANCELIA_YARISSELL_RIVERA_TOLEDO_54649.pdf
Poder Ejecutivo,ROSA ELIA ALVAREZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ROSA_ELIA_ALVAREZ_52980.pdf
