Poder de la Unión,Persona Candidata,CurriculumV Persona Candidata
"Poder Judicial, Poder Legislativo",ROBERTO DIAZ BUCIO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ROBERTO_DIAZ_BUCIO_52853.pdf
Poder Legislativo,FABRICIO DORANTES ROMERO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/FABRICIO_DORANTES_ROMERO_53010.pdf
En Funciones,OMAR ALEJANDRO ELIZALDE HERRERA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/OMAR_ALEJANDRO_ELIZALDE_HERRERA_52982.pdf
Poder Ejecutivo,CARLOS PAULO GALLARDO BALDERAS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/CARLOS_PAULO_GALLARDO_BALDERAS_53290.pdf
Poder Judicial,LUIS ENRIQUE GARAMENDI ALVAREZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/LUIS_ENRIQUE_GARAMENDI_ALVAREZ_53197.pdf
"Poder Ejecutivo, Poder Legislativo",MARIO ALBERTO GARCIA DE LOS SANTOS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MARIO_ALBERTO_GARCIA_DE_LOS_SANTOS_53240.pdf
Poder Ejecutivo,RAFAEL GUTIERREZ GUZMAN,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/RAFAEL_GUTIERREZ_GUZMAN_53374.pdf
"En Funciones, Poder Ejecutivo, Poder Judicial, Poder Legislativo",MIGUEL ANGEL HENRIQUEZ RODRIGUEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MIGUEL_ANGEL_HENRIQUEZ_RODRIGUEZ_53538.pdf
Poder Legislativo,FRANCISCO HERRERA FRANCO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/FRANCISCO_HERRERA_FRANCO_53486.pdf
Poder Ejecutivo,EULALIO HIGUERA VELAZQUEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/EULALIO_HIGUERA_VELAZQUEZ_53623.pdf
"Poder Judicial, Poder Legislativo",RAFAEL LINARES RIVERA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/RAFAEL_LINARES_RIVERA_54227.pdf
Poder Judicial,JORGE LOPEZ RINCON,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JORGE_LOPEZ_RINCON_54008.pdf
Poder Judicial,GUILLERMO ANTONIO MACIAS GARCIA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/GUILLERMO_ANTONIO_MACIAS_GARCIA_53718.pdf
Poder Judicial,DANIEL ALEJANDRO MAGAÑA URBINA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/DANIEL_ALEJANDRO_MAGAÑA_URBINA_54137.pdf
Poder Judicial,LUIS FERNANDO MARTINEZ SILVA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/LUIS_FERNANDO_MARTINEZ_SILVA_53682.pdf
"En Funciones, Poder Legislativo",JAVIER PEREZ SANTAMARIA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JAVIER_PEREZ_SANTAMARIA_54038.pdf
Poder Judicial,EDGAR JAIR ROMERO ORTIZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/EDGAR_JAIR_ROMERO_ORTIZ_55072.pdf
En Funciones,SERGIO SANTAMARIA CHAMU,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/SERGIO_SANTAMARIA_CHAMU_54783.pdf
Poder Legislativo,GABRIEL SANTANA RIO FRIO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/GABRIEL_SANTANA_RIO_FRIO_54790.pdf
Poder Ejecutivo,SIMON SOTO CORREA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/SIMON_SOTO_CORREA_54943.pdf
Poder Ejecutivo,IVAN VERGARA ORTIZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/IVAN_VERGARA_ORTIZ_54958.pdf
Poder Ejecutivo,ANA KARINA ARAGON CUTIÑO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ANA_KARINA_ARAGON_CUTIÑO_52453.pdf
"Poder Ejecutivo, Poder Legislativo",MARIANA ARAMBURO ROJO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MARIANA_ARAMBURO_ROJO_52454.pdf
Poder Ejecutivo,MARIA IBETH DIAZ RAMIREZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MARIA_IBETH_DIAZ_RAMIREZ_52896.pdf
En Funciones,CYNTIA HERNANDEZ VIERA,
Poder Judicial,JESUS ARELY VERDUGO BUENO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JESUS_ARELY_VERDUGO_BUENO_54957.pdf
"Poder Ejecutivo, Poder Legislativo",PALOMA ELIZABETH ZAMORA INZUNZA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/PALOMA_ELIZABETH_ZAMORA_INZUNZA_54771.pdf
Poder Ejecutivo,JOSE EMMANUEL BURGUEÑO HERNANDEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JOSE_EMMANUEL_BURGUEÑO_HERNANDEZ_52327.pdf
Poder Ejecutivo,FRANCHERGEZ CAMARGO LEAL,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/FRANCHERGEZ_CAMARGO_LEAL_52976.pdf
"Poder Ejecutivo, Poder Legislativo",ROGELIO ALBERTO CAÑEZ SANCHEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ROGELIO_ALBERTO_CAÑEZ_SANCHEZ_52472.pdf
Poder Ejecutivo,RAFAEL ALBERTO HAM TREVIÑO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/RAFAEL_ALBERTO_HAM_TREVIÑO_53654.pdf
Poder Legislativo,JESUS VIDAL HERNANDEZ HERNANDEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JESUS_VIDAL_HERNANDEZ_HERNANDEZ_53544.pdf
Poder Ejecutivo,FRANCIZ MALACON OLEA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/FRANCIZ_MALACON_OLEA_54140.pdf
En Funciones,JUAN ENRIQUE PARADA SEER,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JUAN_ENRIQUE_PARADA_SEER_54484.pdf
En Funciones,JOSE FRANCISCO PEREZ MIER,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JOSE_FRANCISCO_PEREZ_MIER_61182.pdf
Poder Judicial,LUIS FERNANDO RIOS GARCIA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/LUIS_FERNANDO_RIOS_GARCIA_55543.pdf
Poder Legislativo,SENEN ROA PADILLA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/SENEN_ROA_PADILLA_54535.pdf
"Poder Ejecutivo, Poder Judicial",ANGEL FABRICIO ROMERO ROMAN,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ANGEL_FABRICIO_ROMERO_ROMAN_55073.pdf
"Poder Ejecutivo, Poder Judicial",JORGE ROSILLO FLORES,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JORGE_ROSILLO_FLORES_54938.pdf
En Funciones,GUILLERMO TORRES HERNANDEZ,
Poder Ejecutivo,ANA LUCIA CARRION ROMAN,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ANA_LUCIA_CARRION_ROMAN_52528.pdf
Poder Ejecutivo,GABRIELA LIZARRAGA ZUÑIGA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/GABRIELA_LIZARRAGA_ZUÑIGA_54229.pdf
Poder Ejecutivo,KARLA PATRICIA MORALES ARAMBURO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/KARLA_PATRICIA_MORALES_ARAMBURO_54025.pdf
Poder Ejecutivo,DELIA ICELA QUIROA FLORES VALDEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/DELIA_ICELA_QUIROA_FLORES_VALDEZ_53310.pdf
Poder Legislativo,ERIKA CAROLINA RAMIREZ LOPEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ERIKA_CAROLINA_RAMIREZ_LOPEZ_54445.pdf
Poder Legislativo,JESUS ADALBERTO BAÑUELOS FLORES,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JESUS_ADALBERTO_BAÑUELOS_FLORES_52398.pdf
Poder Judicial,LUIS ARTURO BELTRAN CAMPOS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/LUIS_ARTURO_BELTRAN_CAMPOS_52446.pdf
Poder Ejecutivo,JOSE TRINIDAD GARCIA PINEDA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JOSE_TRINIDAD_GARCIA_PINEDA_53102.pdf
Poder Ejecutivo,ABELARDO LOPEZ SANCHEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ABELARDO_LOPEZ_SANCHEZ_53967.pdf
En Funciones,RICARDO PABLOS FELIX,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/RICARDO_PABLOS_FELIX_54883.pdf
Poder Ejecutivo,EDUARDO RAMIREZ TORRES,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/EDUARDO_RAMIREZ_TORRES_54542.pdf
En Funciones,MANUEL HIRAM RIVERA NAVARRO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MANUEL_HIRAM_RIVERA_NAVARRO_55571.pdf
Poder Ejecutivo,EDEN SANCHEZ ZUÑIGA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/EDEN_SANCHEZ_ZUÑIGA_54394.pdf
Poder Judicial,OSCAR TIRADO TIRADO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/OSCAR_TIRADO_TIRADO_55377.pdf
Poder Ejecutivo,LUVIA JEANETT ALTAMIRANO RAYMUNDO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/LUVIA_JEANETT_ALTAMIRANO_RAYMUNDO_52240.pdf
Poder Ejecutivo,JESSICA MARIBEL ARANGO BRAVO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JESSICA_MARIBEL_ARANGO_BRAVO_52356.pdf
Poder Ejecutivo,CONCEPCION AYALA DIONISIO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/CONCEPCION_AYALA_DIONISIO_52190.pdf
Poder Ejecutivo,JESSICA DENISE BETANZOS GUTIERREZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JESSICA_DENISE_BETANZOS_GUTIERREZ_52274.pdf
Poder Judicial,LAURA CATALINA CHAGOYA LOPEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/LAURA_CATALINA_CHAGOYA_LOPEZ_52804.pdf
"Poder Ejecutivo, Poder Legislativo",ELIZABETH CONTRERAS HERNANDEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ELIZABETH_CONTRERAS_HERNANDEZ_52613.pdf
Poder Ejecutivo,CITLALLI SODELVA CRUZ CASTELLANOS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/CITLALLI_SODELVA_CRUZ_CASTELLANOS_52660.pdf
"Poder Ejecutivo, Poder Legislativo",ESTELA FERNANDA DIAZ RAMOS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ESTELA_FERNANDA_DIAZ_RAMOS_52897.pdf
Poder Legislativo,CARMEN EUDOSIA GARCIA NUÑO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/CARMEN_EUDOSIA_GARCIA_NUÑO_53225.pdf
Poder Judicial,DOLORES GUADALUPE GONZALEZ LOPEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/DOLORES_GUADALUPE_GONZALEZ_LOPEZ_53307.pdf
Poder Ejecutivo,XARENI HERNANDEZ GARCIA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/XARENI_HERNANDEZ_GARCIA_53498.pdf
Poder Legislativo,LUZ GABRIELA HERRERA PACHECO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/LUZ_GABRIELA_HERRERA_PACHECO_54955.pdf
Poder Judicial,ILEANA PATRICIA INFANTE MARTINEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ILEANA_PATRICIA_INFANTE_MARTINEZ_54287.pdf
Poder Ejecutivo,MIRIAM JIMENEZ MARTINEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MIRIAM_JIMENEZ_MARTINEZ_53556.pdf
Poder Judicial,GISELA PAULINA LOPEZ LOZOYA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/GISELA_PAULINA_LOPEZ_LOZOYA_54355.pdf
Poder Judicial,BEATRIZ CRISOL LOPEZ TORRES,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/BEATRIZ_CRISOL_LOPEZ_TORRES_54356.pdf
Poder Ejecutivo,BLANCA AZUCENA OSORIO VILLANUEVA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/BLANCA_AZUCENA_OSORIO_VILLANUEVA_54636.pdf
Poder Legislativo,ALEJANDRA GUADALUPE PRATS APARICIO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ALEJANDRA_GUADALUPE_PRATS_APARICIO_54892.pdf
Poder Legislativo,ALEJANDRA REYES PEREZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ALEJANDRA_REYES_PEREZ_55483.pdf
Poder Judicial,GUADALUPE OFELIA VILLEGAS CARAVANTES,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/GUADALUPE_OFELIA_VILLEGAS_CARAVANTES_55323.pdf
Poder Legislativo,JOSE RICARDO CAMARGO ENCISO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JOSE_RICARDO_CAMARGO_ENCISO_52975.pdf
Poder Legislativo,LUIS CARDOLFO CHAGOYA SUAREZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/LUIS_CARDOLFO_CHAGOYA_SUAREZ_52805.pdf
Poder Ejecutivo,ENRIQUE CHAVELAS ESPINOSA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ENRIQUE_CHAVELAS_ESPINOSA_52811.pdf
Poder Judicial,JOSE ABRAHAM CHIÑAS LOPEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JOSE_ABRAHAM_CHIÑAS_LOPEZ_53072.pdf
Poder Legislativo,EMILIO ARTURO CRUZ CASTELLANOS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/EMILIO_ARTURO_CRUZ_CASTELLANOS_52932.pdf
Poder Legislativo,MANOLO JAIME GARCIA HERNANDEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MANOLO_JAIME_GARCIA_HERNANDEZ_53657.pdf
Poder Judicial,CESAR DAVID HERNANDEZ HERNANDEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/CESAR_DAVID_HERNANDEZ_HERNANDEZ_53401.pdf
En Funciones,VICTOR MANUEL JAIMES MORELOS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/VICTOR_MANUEL_JAIMES_MORELOS_54023.pdf
Poder Legislativo,ERICK JOSHUA JIMENEZ VILORIA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ERICK_JOSHUA_JIMENEZ_VILORIA_53327.pdf
Poder Ejecutivo,CARLOS LOPEZ CANSECO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/CARLOS_LOPEZ_CANSECO_54450.pdf
Poder Judicial,MANUEL EDUARDO LOPEZ MENDOZA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MANUEL_EDUARDO_LOPEZ_MENDOZA_54009.pdf
Poder Judicial,FRANCISCO MARTINEZ RAMIREZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/FRANCISCO_MARTINEZ_RAMIREZ_53683.pdf
En Funciones,SAUL MANUEL MERCADO RAMOS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/SAUL_MANUEL_MERCADO_RAMOS_54112.pdf
"Poder Judicial, Poder Legislativo",IVAN HUMBERTO PANTOJA ARREDONDO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/IVAN_HUMBERTO_PANTOJA_ARREDONDO_54482.pdf
En Funciones,GUADALUPE SERVANDO QUIROZ AYUSO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/GUADALUPE_SERVANDO_QUIROZ_AYUSO_55182.pdf
Poder Ejecutivo,ULISES CUAUHTEMOC REYES MARTINEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ULISES_CUAUHTEMOC_REYES_MARTINEZ_55303.pdf
Poder Ejecutivo,JAVIER IGNACIO RICARDEZ TERRAZAS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JAVIER_IGNACIO_RICARDEZ_TERRAZAS_54819.pdf
Poder Ejecutivo,JORGE ADALID SAN JUAN ZARATE,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JORGE_ADALID_SAN_JUAN_ZARATE_53505.pdf
Poder Ejecutivo,JORGE SANCHEZ ABURTO,
En Funciones,RODOLFO SANCHEZ ZEPEDA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/RODOLFO_SANCHEZ_ZEPEDA_55204.pdf
Poder Ejecutivo,JUAN CARLOS SANDOVAL GARCIA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JUAN_CARLOS_SANDOVAL_GARCIA_54782.pdf
En Funciones,ALFREDO SILVA JUAREZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ALFREDO_SILVA_JUAREZ_54921.pdf
Poder Ejecutivo,IRAN FRANCISCO VAZQUEZ HERNANDEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/IRAN_FRANCISCO_VAZQUEZ_HERNANDEZ_55476.pdf
Poder Judicial,JOSHUA JONATHAN VELASCO MENDOZA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JOSHUA_JONATHAN_VELASCO_MENDOZA_55008.pdf
En Funciones,PONCIANO VELASCO VELASCO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/PONCIANO_VELASCO_VELASCO_55601.pdf
"Poder Ejecutivo, Poder Legislativo",EMMANUEL VICENTE VASQUEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/EMMANUEL_VICENTE_VASQUEZ_55442.pdf
Poder Ejecutivo,IVONNE ESPERANZA AGUILAR RODRIGUEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/IVONNE_ESPERANZA_AGUILAR_RODRIGUEZ_52380.pdf
Poder Legislativo,MARIA FERNANDA CASTILLO GAMBOA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MARIA_FERNANDA_CASTILLO_GAMBOA_52645.pdf
Poder Ejecutivo,TANIA GABRIELA GONZALEZ ROSAS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/TANIA_GABRIELA_GONZALEZ_ROSAS_53465.pdf
Poder Legislativo,MERCEDES DEL SOL HERNANDEZ CETINA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MERCEDES_DEL_SOL_HERNANDEZ_CETINA_53636.pdf
Poder Judicial,GUADALUPE LUISA MATA ROSALES,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/GUADALUPE_LUISA_MATA_ROSALES_54327.pdf
Poder Legislativo,KARLA GEORGINA PENICHE CANTO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/KARLA_GEORGINA_PENICHE_CANTO_54714.pdf
Poder Judicial,ADELAIDA PEÑA LOPEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ADELAIDA_PEÑA_LOPEZ_54855.pdf
"En Funciones, Poder Legislativo",INGRID NELLY TERAN OLGUIN,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/INGRID_NELLY_TERAN_OLGUIN_55084.pdf
Poder Judicial,LUIS ABRAHAM AQUIAHUATL VAZQUEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/LUIS_ABRAHAM_AQUIAHUATL_VAZQUEZ_52351.pdf
Poder Legislativo,JULIO GUILLERMO ARTIACHI VAZQUEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JULIO_GUILLERMO_ARTIACHI_VAZQUEZ_52365.pdf
En Funciones,HECTOR ROBERTO CAPETILLO LIZAMA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/HECTOR_ROBERTO_CAPETILLO_LIZAMA_52474.pdf
Poder Judicial,ARTURO CARRERA LOPEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ARTURO_CARRERA_LOPEZ_52488.pdf
Poder Ejecutivo,DANIEL ALEJANDRO CHAN ROJAS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/DANIEL_ALEJANDRO_CHAN_ROJAS_52807.pdf
Poder Ejecutivo,NATHAN ESCAMILLA HERNANDEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/NATHAN_ESCAMILLA_HERNANDEZ_53138.pdf
Poder Ejecutivo,ANGEL MARIO FERNANDEZ MONTES,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ANGEL_MARIO_FERNANDEZ_MONTES_53055.pdf
Poder Legislativo,JORGE ARTURO HERNANDEZ ROMERO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JORGE_ARTURO_HERNANDEZ_ROMERO_53549.pdf
Poder Legislativo,JUAN CARLOS MORENO CABRERA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JUAN_CARLOS_MORENO_CABRERA_54507.pdf
Poder Legislativo,CARLOS ESTEBAN NOH VAZQUEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/CARLOS_ESTEBAN_NOH_VAZQUEZ_54612.pdf
Poder Legislativo,NOE ANTONIO PENICHE FLORES,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/NOE_ANTONIO_PENICHE_FLORES_54713.pdf
Poder Ejecutivo,ANGEL DE JESUS TELLO CHAMA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ANGEL_DE_JESUS_TELLO_CHAMA_55329.pdf
Poder Ejecutivo,JESSICA ANAI ALBA CISNEROS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JESSICA_ANAI_ALBA_CISNEROS_52252.pdf
Poder Ejecutivo,SANDRA MONSERRAT ALVAREZ SANCHEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/SANDRA_MONSERRAT_ALVAREZ_SANCHEZ_52152.pdf
Poder Ejecutivo,YADIRA EDEZA MORALES,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/YADIRA_EDEZA_MORALES_52868.pdf
Poder Legislativo,LILIA JANETH GAMEZ TERRONES,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/LILIA_JANETH_GAMEZ_TERRONES_53193.pdf
En Funciones,KAREN YARELY GARCIA ARIZAGA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/KAREN_YARELY_GARCIA_ARIZAGA_53282.pdf
Poder Legislativo,ANGELICA HERNANDEZ MEDELLIN,
Poder Judicial,MARIA CATALINA IBARRA MAYORGA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MARIA_CATALINA_IBARRA_MAYORGA_53882.pdf
"Poder Judicial, Poder Legislativo",ESTEPHANIA LARIOS HERNANDEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ESTEPHANIA_LARIOS_HERNANDEZ_53702.pdf
Poder Ejecutivo,CRISTINA MARTINEZ AGUILAR,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/CRISTINA_MARTINEZ_AGUILAR_53747.pdf
Poder Judicial,NANCY MIRIAM VELAZQUEZ LIMON,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/NANCY_MIRIAM_VELAZQUEZ_LIMON_55507.pdf
En Funciones,KARINA IVETTE ZEPEDA PINEDA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/KARINA_IVETTE_ZEPEDA_PINEDA_55357.pdf
Poder Legislativo,HUSSEF ALFONSO ABIZAID HERRERA,
Poder Ejecutivo,ARMANDO BARAK BORBOA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ARMANDO_BARAK_BORBOA_52401.pdf
Poder Legislativo,JORGE LUIS BARRERA VERGARA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JORGE_LUIS_BARRERA_VERGARA_52756.pdf
Poder Ejecutivo,SERGIO CARMONA CRUZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/SERGIO_CARMONA_CRUZ_52715.pdf
Poder Ejecutivo,ANTONIO CASTILLO ALVAREZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ANTONIO_CASTILLO_ALVAREZ_52783.pdf
Poder Legislativo,RAFAEL CERVANTES SANCHEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/RAFAEL_CERVANTES_SANCHEZ_52798.pdf
En Funciones,EMMANUEL CUELLAR BALDERAS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/EMMANUEL_CUELLAR_BALDERAS_52669.pdf
Poder Judicial,JOSE JUAN DURAZO TORRES,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JOSE_JUAN_DURAZO_TORRES_52864.pdf
En Funciones,ALFONSO JAVIER FLORES PADILLA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ALFONSO_JAVIER_FLORES_PADILLA_52906.pdf
Poder Ejecutivo,VICTOR MANUEL GONZALEZ RUIZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/VICTOR_MANUEL_GONZALEZ_RUIZ_54021.pdf
Poder Ejecutivo,VICTOR MARTIN HARO DE LEON,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/VICTOR_MARTIN_HARO_DE_LEON_53655.pdf
Poder Judicial,AHIEZER ABRAHAM HERNANDEZ RAMOS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/AHIEZER_ABRAHAM_HERNANDEZ_RAMOS_54269.pdf
Poder Ejecutivo,ALAN DANIEL LOPEZ GARCIA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ALAN_DANIEL_LOPEZ_GARCIA_54452.pdf
Poder Legislativo,SERGIO RACIL LOPEZ GONZALEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/SERGIO_RACIL_LOPEZ_GONZALEZ_53971.pdf
Poder Judicial,JUAN ANTONIO MAYAGOITIA GALICIA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JUAN_ANTONIO_MAYAGOITIA_GALICIA_54073.pdf
Poder Ejecutivo,HECTOR MORENO GOMEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/HECTOR_MORENO_GOMEZ_54341.pdf
Poder Judicial,SANTOS SADOT NAJERA HUERTA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/SANTOS_SADOT_NAJERA_HUERTA_54630.pdf
